COUNTRY_ID,COUNTRY_NAME,REGION_ID
aSm,Mexico,810
aSn,Australia,810
aSo,France,810
aSp,Nigeria,810
aSq,Israel,810
aSr,China,810
aSs,Israel,810
aSt,China,811
aSu,Japan,811
aSv,Denmark,811
aSw,Kuwait,811
aSx,Israel,811
aSy,Mexico,811
aSz,United States of America,811
aSA,Belgium,812
aSB,Australia,812
aSC,Israel,812
aSD,Brazil,812
aSE,Canada,812
aSF,Israel,812
aSG,Nigeria,813
aSH,Canada,813
aSI,India,813
aSJ,China,813
aSK,Belgium,814
aSL,France,814
aSM,France,814
aSN,Singapore,814
aSO,Zimbabwe,814
aSP,Germany,814
aSQ,Canada,815
aSR,Italy,815
aSS,China,815
aST,Mexico,815
aSU,Malaysia,815
aSV,Mexico,815
aSW,Denmark,816
aSX,Mexico,816
aSY,China,816
aSZ,United States of America,816
aTa,Nigeria,816
aTb,Japan,817
aTc,Zambia,817
aTd,Argentina,817
aTe,Netherlands,817
aTf,Mexico,817
aTg,Malaysia,817
aTh,Italy,818
aTi,Argentina,818
aTj,Nigeria,818
aTk,Belgium,818
aTl,Belgium,819
aTm,France,819
aTn,Egypt,819
aTo,Israel,819
aTp,Switzerland,819
aTq,Zambia,819
aTr,France,820
aTs,China,820
aTt,Switzerland,820
aTu,Australia,820
aTv,China,820
aTw,Mexico,820
aTx,Netherlands,821
aTy,Netherlands,821
aTz,United States of America,821
aTA,Germany,821
aTB,Canada,821
aTC,Brazil,822
aTD,Zimbabwe,822
aTE,Belgium,822
aTF,Switzerland,822
aTG,Netherlands,822
aTH,China,822
aTI,Germany,822
aTJ,Germany,823
aTK,Netherlands,823
aTL,Egypt,823
aTM,Singapore,823
aTN,Denmark,823
aTO,Italy,823
aTP,United States of America,823
aTQ,Argentina,823
aTR,Switzerland,824
aTS,Israel,824
aTT,Brazil,824
aTU,Israel,824
aTV,Brazil,824
aTW,Brazil,824
aTX,Canada,825
aTY,Malaysia,825
aTZ,Kuwait,825
aUa,China,825
aUb,Malaysia,825
aUc,Netherlands,825
aUd,Denmark,826
aUe,Canada,826
aUf,Switzerland,826
aUg,India,826
aUh,Netherlands,826
aUi,Canada,826
aUj,Netherlands,826
aUk,Italy,826
aUl,Malaysia,827
aUm,China,827
aUn,United Kingdom,827
aUo,Japan,827
aUp,India,827
aUq,Australia,827
aUr,Singapore,827
aUs,Argentina,827
aUt,Germany,828
aUu,Japan,828
aUv,Egypt,828
aUw,Germany,828
aUx,Egypt,828
aUy,Malaysia,828
aUz,France,829
aUA,Nigeria,829
aUB,Kuwait,829
aUC,Australia,829
aUD,Kuwait,829
aUE,Italy,829
aUF,Canada,830
aUG,Kuwait,830
aUH,Argentina,830
aUI,Mexico,830
aUJ,Mexico,830
aUK,China,830
aUL,Belgium,830
aUM,Mexico,831
aUN,Argentina,831
aUO,Egypt,831
aUP,Belgium,831
aUQ,Switzerland,831
aUR,Singapore,831
aUS,Argentina,832
aUT,Switzerland,832
aUU,Italy,832
aUV,Germany,832
aUW,Canada,832
aUX,Singapore,832
aUY,Australia,832
aUZ,Singapore,832
aVa,Switzerland,833
aVb,Egypt,833
aVc,Egypt,833
aVd,Zambia,833
aVe,Australia,833
aVf,Zambia,833
aVg,Zambia,833
aVh,Zimbabwe,833
aVi,United States of America,834
aVj,Japan,834
aVk,Nigeria,834
aVl,Nigeria,834
aVm,Brazil,834
aVn,Netherlands,834
aVo,United States of America,835
aVp,Denmark,835
aVq,United States of America,835
aVr,France,835
aVs,Nigeria,835
aVt,Brazil,835
aVu,Canada,835
aVv,United States of America,835
aVw,Canada,836
aVx,China,836
aVy,Belgium,836
aVz,Netherlands,836
aVA,Nigeria,836
aVB,Italy,837
aVC,Israel,837
aVD,Singapore,837
aVE,Israel,837
aVF,Australia,837
aVG,Germany,838
aVH,Argentina,838
aVI,France,838
aVJ,Germany,838
aVK,Germany,838
aVL,Mexico,838
aVM,Zambia,838
aVN,Canada,838
aVO,Denmark,839
aVP,Canada,839
aVQ,Nigeria,839
aVR,Israel,839
aVS,Zimbabwe,839
aVT,Germany,839
aVU,Malaysia,840
aVV,India,840
aVW,Netherlands,840
aVX,Switzerland,840
aVY,Argentina,840
aVZ,Argentina,840
aWa,France,840
aWb,Zambia,841
aWc,Japan,841
aWd,Argentina,841
aWe,Denmark,841
aWf,China,841
aWg,China,841
aWh,United States of America,841
aWi,Australia,841
aWj,Malaysia,842
aWk,Japan,842
aWl,Australia,842
aWm,Denmark,842
aWn,Switzerland,842
aWo,Belgium,842
aWp,Italy,843
aWq,Switzerland,843
aWr,Malaysia,843
aWs,Nigeria,843
aWt,France,844
aWu,United States of America,844
aWv,Denmark,844
aWw,Germany,844
aWx,Kuwait,844
aWy,Mexico,844
aWz,Brazil,844
aWA,Malaysia,845
aWB,Mexico,845
aWC,Switzerland,845
aWD,Nigeria,845
aWE,Israel,845
aWF,Belgium,846
aWG,India,846
aWH,Germany,846
aWI,China,846
aWJ,Canada,846
aWK,Singapore,846
aWL,Netherlands,846
aWM,Argentina,846
aWN,France,847
aWO,India,847
aWP,Nigeria,847
aWQ,Argentina,847
aWR,Australia,847
aWS,Germany,847
aWT,Mexico,848
aWU,Egypt,848
aWV,Netherlands,848
aWW,United States of America,848
aWX,Argentina,848
aWY,Nigeria,848
aWZ,Argentina,849
aXa,Canada,849
aXb,Germany,849
aXc,Zimbabwe,849
aXd,Belgium,849
aXe,Kuwait,849
aXf,Italy,849
aXg,United Kingdom,850
aXh,Israel,850
aXi,Egypt,850
aXj,Singapore,850
aXk,Nigeria,850
aXl,Zimbabwe,851
aXm,France,851
aXn,Singapore,851
aXo,Mexico,851
aXp,Argentina,851
aXq,Germany,851
aXr,India,852
aXs,China,852
aXt,Netherlands,852
aXu,India,852
aXv,Japan,852
aXw,Israel,852
aXx,Germany,853
aXy,United Kingdom,853
aXz,United Kingdom,853
aXA,Kuwait,853
aXB,United States of America,853
aXC,Zimbabwe,854
aXD,France,854
aXE,France,854
aXF,Japan,854
aXG,Nigeria,854
aXH,Belgium,854
aXI,United States of America,855
aXJ,Singapore,855
aXK,Canada,855
aXL,Netherlands,855
aXM,Japan,855
aXN,Argentina,855
aXO,Australia,855
aXP,France,855
aXQ,Nigeria,856
aXR,China,856
aXS,China,856
aXT,China,856
aXU,France,856
aXV,Malaysia,857
aXW,Kuwait,857
aXX,Argentina,857
aXY,Australia,857
aXZ,Mexico,857
aYa,France,857
aYb,Belgium,858
aYc,Belgium,858
aYd,United States of America,858
aYe,China,858
aYf,Egypt,858
aYg,Netherlands,858
aYh,Australia,859
aYi,Germany,859
aYj,Germany,859
aYk,Kuwait,859
aYl,China,859
aYm,Switzerland,859
aYn,Japan,859
aYo,United Kingdom,860
aYp,Israel,860
aYq,Mexico,860
aYr,Canada,860
aYs,Brazil,860
aYt,Israel,861
aYu,Zambia,861
aYv,Argentina,861
aYw,Canada,861
aYx,Denmark,861
aYy,Brazil,861
aYz,Japan,861
aYA,Netherlands,861
aYB,Mexico,862
aYC,Netherlands,862
aYD,Malaysia,862
aYE,Israel,862
aYF,Australia,862
aYG,Belgium,862
aYH,Israel,862
aYI,Canada,863
aYJ,Denmark,863
aYK,Italy,863
aYL,Netherlands,863
aYM,Israel,863
aYN,Egypt,863
aYO,Malaysia,864
aYP,India,864
aYQ,Zimbabwe,864
aYR,Malaysia,864
aYS,Israel,864
aYT,Singapore,864
aYU,Egypt,864
aYV,Belgium,864
aYW,Switzerland,865
aYX,Belgium,865
aYY,China,865
aYZ,Brazil,865
aZa,Australia,865
aZb,Israel,865
aZc,Belgium,866
aZd,Mexico,866
aZe,China,866
aZf,Australia,866
aZg,Kuwait,866
aZh,Canada,866
aZi,Italy,867
aZj,Mexico,867
aZk,Israel,867
aZl,Australia,867
aZm,Belgium,867
aZn,Mexico,867
aZo,Brazil,867
aZp,Switzerland,868
aZq,Egypt,868
aZr,Argentina,868
aZs,Netherlands,868
aZt,Zambia,868
aZu,Israel,868
aZv,France,868
aZw,United Kingdom,869
aZx,Brazil,869
aZy,Mexico,869
aZz,Nigeria,869
aZA,India,869
aZB,Canada,869
aZC,Denmark,869
aZD,Zambia,869
aZE,Italy,870
aZF,France,870
aZG,Brazil,870
aZH,Argentina,870
aZI,Malaysia,870
aZJ,Mexico,870
aZK,Nigeria,870
aZL,China,871
aZM,Australia,871
aZN,Belgium,871
aZO,Nigeria,871
aZP,Australia,871
aZQ,Egypt,871
aZR,India,872
aZS,Belgium,872
aZT,Italy,872
aZU,Nigeria,872
aZV,Italy,872
aZW,United States of America,872
aZX,Malaysia,873
aZY,Zimbabwe,873
aZZ,Malaysia,873
baa,Germany,873
bab,Netherlands,873
bac,Canada,873
bad,Zambia,874
bae,Japan,874
baf,Australia,874
bag,Belgium,874
bah,Netherlands,874
bai,Japan,874
baj,Kuwait,874
bak,Netherlands,875
bal,China,875
bam,Israel,875
ban,Canada,875
bao,Australia,875
bap,Australia,875
baq,Germany,876
bar,Australia,876
bas,Australia,876
bat,Nigeria,876
bau,France,876
bav,France,876
baw,Kuwait,876
bax,Denmark,877
bay,Zimbabwe,877
baz,France,877
baA,United States of America,877
baB,Australia,877
baC,Italy,877
baD,India,877
baE,Belgium,878
baF,Mexico,878
baG,Belgium,878
baH,India,878
baI,Malaysia,878
baJ,United States of America,878
baK,Nigeria,879
baL,Australia,879
baM,United States of America,879
baN,Belgium,879
baO,Nigeria,879
baP,Singapore,880
baQ,Brazil,880
baR,India,880
baS,Brazil,880
baT,United States of America,880
baU,Belgium,880
baV,Israel,880
baW,Zimbabwe,881
baX,France,881
baY,Kuwait,881
baZ,China,881
bba,Netherlands,881
bbb,Denmark,882
bbc,United Kingdom,882
bbd,Nigeria,882
bbe,Egypt,882
bbf,Egypt,882
bbg,France,882
bbh,Israel,883
bbi,Zimbabwe,883
bbj,Zimbabwe,883
bbk,Israel,883
bbl,Australia,883
bbm,France,883
bbn,Mexico,884
bbo,Zimbabwe,884
bbp,Zimbabwe,884
bbq,Belgium,884
bbr,China,884
bbs,Zambia,884
bbt,China,885
bbu,Belgium,885
bbv,Singapore,885
bbw,France,885
bbx,Belgium,885
bby,Brazil,885
bbz,Italy,885
bbA,Germany,886
bbB,Kuwait,886
bbC,Australia,886
bbD,France,886
bbE,China,886
bbF,Singapore,887
bbG,Canada,887
bbH,Israel,887
bbI,Brazil,887
bbJ,Australia,887
bbK,Israel,887
bbL,Belgium,888
bbM,Germany,888
bbN,Belgium,888
bbO,Canada,888
bbP,Israel,888
bbQ,Brazil,888
bbR,Argentina,889
bbS,Israel,889
bbT,Argentina,889
bbU,Netherlands,889
bbV,Nigeria,889
bbW,Mexico,889
bbX,United States of America,889
bbY,Zambia,889
bbZ,Argentina,890
bca,Germany,890
bcb,Australia,890
bcc,Malaysia,890
bcd,Canada,890
bce,United States of America,890
bcf,Netherlands,891
bcg,Brazil,891
bch,Egypt,891
bci,China,891
bcj,Argentina,891
bck,Egypt,892
bcl,Mexico,892
bcm,Netherlands,892
bcn,Israel,892
bco,Switzerland,893
bcp,Australia,893
bcq,Malaysia,893
bcr,Egypt,893
bcs,Israel,893
bct,Zambia,893
bcu,Switzerland,893
bcv,Malaysia,894
bcw,Australia,894
bcx,Australia,894
bcy,Argentina,894
bcz,Switzerland,894
bcA,Kuwait,894
bcB,United Kingdom,895
bcC,Mexico,895
bcD,Singapore,895
bcE,Brazil,895
bcF,Canada,895
bcG,Zimbabwe,895
bcH,United Kingdom,895
bcI,Argentina,895
bcJ,China,896
bcK,Singapore,896
bcL,India,896
bcM,Israel,896
bcN,China,896
bcO,Mexico,897
bcP,United States of America,897
bcQ,Zambia,897
bcR,Egypt,897
bcS,Zimbabwe,897
bcT,Zambia,897
bcU,Germany,898
bcV,China,898
bcW,France,898
bcX,Zambia,898
bcY,Mexico,898
bcZ,Japan,898
bda,Mexico,898
bdb,Israel,898
bdc,Nigeria,899
bdd,France,899
bde,India,899
bdf,Switzerland,899
bdg,Israel,899
bdh,Nigeria,899
bdi,Kuwait,899
bdj,Mexico,900
bdk,Malaysia,900
bdl,France,900
bdm,Israel,900
bdn,Malaysia,900
bdo,Belgium,901
bdp,Zimbabwe,901
bdq,United States of America,901
bdr,Kuwait,901
bds,Switzerland,901
bdt,Egypt,901
bdu,Kuwait,901
bdv,Kuwait,901
bdw,Zambia,902
bdx,United Kingdom,902
bdy,China,902
bdz,Mexico,902
bdA,Germany,902
bdB,Germany,902
bdC,China,903
bdD,China,903
bdE,China,903
bdF,Zimbabwe,903
bdG,Australia,903
bdH,Netherlands,903
bdI,United Kingdom,904
bdJ,Mexico,904
bdK,Zambia,904
bdL,Australia,904
bdM,China,904
bdN,Egypt,905
bdO,China,905
bdP,Kuwait,905
bdQ,France,905
bdR,Canada,905
bdS,China,905
bdT,Canada,905
bdU,Nigeria,906
bdV,Netherlands,906
bdW,France,906
bdX,Singapore,906
bdY,Australia,906
bdZ,Malaysia,906
bea,Denmark,906
beb,Brazil,907
bec,Malaysia,907
bed,Nigeria,907
bee,Mexico,907
bef,Singapore,908
beg,Malaysia,908
beh,China,908
bei,Zimbabwe,908
bej,Argentina,908
bek,Japan,908
bel,Canada,908
bem,Mexico,909
ben,Netherlands,909
beo,Egypt,909
bep,Zambia,909
beq,Israel,909
ber,Israel,909
bes,India,909
bet,Brazil,910
beu,Netherlands,910
bev,India,910
bew,France,910
bex,Australia,910
bey,Japan,910
bez,Nigeria,911
beA,India,911
beB,Israel,911
beC,Singapore,911
beD,France,911
beE,Switzerland,911
beF,Germany,912
beG,Nigeria,912
beH,Brazil,912
beI,Israel,912
beJ,Netherlands,912
beK,United Kingdom,913
beL,Japan,913
beM,Italy,913
beN,Egypt,913
beO,Egypt,913
beP,Canada,913
beQ,United States of America,913
beR,Nigeria,914
beS,Malaysia,914
beT,Denmark,914
beU,Belgium,914
beV,Mexico,914
beW,Denmark,915
beX,Brazil,915
beY,Nigeria,915
beZ,Egypt,915
bfa,Zimbabwe,915
bfb,France,915
bfc,Nigeria,915
bfd,Nigeria,915
bfe,Canada,916
bff,Nigeria,916
bfg,Australia,916
bfh,Israel,916
bfi,Australia,917
bfj,Switzerland,917
bfk,Nigeria,917
bfl,France,917
bfm,Israel,917
bfn,Israel,917
bfo,Mexico,917
bfp,Mexico,918
bfq,United States of America,918
bfr,China,918
bfs,France,918
bft,United Kingdom,918
bfu,Australia,918
bfv,Belgium,919
bfw,Italy,919
bfx,United Kingdom,919
bfy,Australia,919
bfz,Belgium,920
bfA,China,920
bfB,Argentina,920
bfC,Australia,920
bfD,Kuwait,920
bfE,Nigeria,920
bfF,Germany,920
bfG,Denmark,921
bfH,Australia,921
bfI,United States of America,921
bfJ,Zimbabwe,921
bfK,France,921
bfL,Netherlands,922
bfM,Mexico,922
bfN,Canada,922
bfO,Egypt,922
bfP,Nigeria,922
bfQ,Australia,922
bfR,Italy,922
bfS,Zimbabwe,923
bfT,China,923
bfU,Brazil,923
bfV,Brazil,923
bfW,Kuwait,923
bfX,Nigeria,923
bfY,China,924
bfZ,Japan,924
bga,Belgium,924
bgb,Brazil,924
bgc,France,925
bgd,Malaysia,925
bge,United Kingdom,925
bgf,Singapore,925
bgg,Australia,925
bgh,Nigeria,925
bgi,United Kingdom,925
bgj,Argentina,926
bgk,France,926
bgl,France,926
bgm,Denmark,926
bgn,Kuwait,926
bgo,Australia,926
bgp,Australia,926
bgq,Nigeria,927
bgr,United States of America,927
bgs,Italy,927
bgt,Netherlands,927
bgu,Malaysia,927
bgv,United Kingdom,927
bgw,Belgium,927
bgx,France,928
bgy,France,928
bgz,Malaysia,928
bgA,Australia,928
bgB,United States of America,928
bgC,Australia,928
bgD,Italy,929
bgE,Nigeria,929
bgF,Brazil,929
bgG,Japan,929
bgH,India,929
bgI,Australia,929
bgJ,Argentina,929
bgK,Canada,930
bgL,Mexico,930
bgM,Brazil,930
bgN,Germany,930
bgO,Singapore,930
bgP,Nigeria,931
bgQ,Kuwait,931
bgR,United States of America,931
bgS,Canada,931
bgT,France,931
bgU,Argentina,931
bgV,Kuwait,932
bgW,Argentina,932
bgX,Egypt,932
bgY,Netherlands,932
bgZ,Brazil,932
bha,Netherlands,932
bhb,Italy,932
bhc,Netherlands,932
bhd,Netherlands,933
bhe,Australia,933
bhf,France,933
bhg,Zimbabwe,933
bhh,Canada,933
bhi,Argentina,933
bhj,Mexico,933
bhk,Italy,934
bhl,Nigeria,934
bhm,Belgium,934
bhn,Canada,934
bho,Canada,934
bhp,Zimbabwe,934
bhq,Zimbabwe,934
bhr,Israel,935
bhs,Zambia,935
bht,Kuwait,935
bhu,India,935
bhv,France,935
bhw,Australia,935
bhx,Switzerland,935
bhy,France,936
bhz,China,936
bhA,Israel,936
bhB,Nigeria,936
bhC,Nigeria,936
bhD,Zimbabwe,936
bhE,Israel,936
bhF,United States of America,937
bhG,Denmark,937
bhH,France,937
bhI,United Kingdom,937
bhJ,Australia,937
bhK,Italy,937
bhL,Germany,937
bhM,United States of America,937
bhN,Brazil,938
bhO,Germany,938
bhP,Kuwait,938
bhQ,Zambia,938
bhR,Egypt,938
bhS,Italy,938
bhT,Israel,939
bhU,Zambia,939
bhV,Germany,939
bhW,Canada,939
bhX,France,939
bhY,Germany,939
bhZ,Kuwait,939
bia,France,940
bib,Malaysia,940
bic,Egypt,940
bid,Denmark,940
bie,France,940
bif,France,940
big,Nigeria,940
bih,Egypt,941
bii,Netherlands,941
bij,Belgium,941
bik,Zimbabwe,941
bil,Germany,941
bim,Denmark,941
bin,Canada,941
bio,United States of America,941
bip,Argentina,942
biq,Brazil,942
bir,Denmark,942
bis,Netherlands,942
bit,Kuwait,942
biu,Zambia,943
biv,Belgium,943
biw,Malaysia,943
bix,Zambia,943
biy,Switzerland,943
biz,Netherlands,943
biA,Australia,944
biB,Italy,944
biC,Zambia,944
biD,Nigeria,944
biE,Netherlands,944
biF,Malaysia,944
biG,Belgium,945
biH,Malaysia,945
biI,Argentina,945
biJ,Belgium,945
biK,China,945
biL,Australia,945
biM,Germany,946
biN,Malaysia,946
biO,United States of America,946
biP,Italy,946
biQ,Malaysia,946
biR,Brazil,947
biS,Netherlands,947
biT,Belgium,947
biU,Switzerland,947
biV,India,947
biW,United Kingdom,947
biX,Germany,948
biY,Singapore,948
biZ,Zambia,948
bja,France,948
bjb,Kuwait,948
bjc,Israel,948
bjd,Malaysia,948
bje,Malaysia,948
bjf,United States of America,949
bjg,Canada,949
bjh,Israel,949
bji,Argentina,949
bjj,United States of America,949
bjk,Malaysia,950
bjl,France,950
bjm,Japan,950
bjn,United States of America,950
bjo,France,950
bjp,Belgium,950
bjq,Germany,950
bjr,Brazil,950
bjs,France,951
bjt,Belgium,951
bju,Israel,951
bjv,Israel,951
bjw,France,952
bjx,Nigeria,952
bjy,Denmark,952
bjz,Germany,952
bjA,United States of America,952
bjB,Brazil,952
bjC,India,952
bjD,Belgium,952
bjE,Singapore,953
bjF,Japan,953
bjG,Brazil,953
bjH,Switzerland,953
bjI,France,953
bjJ,Kuwait,953
bjK,Netherlands,953
bjL,Mexico,953
bjM,Singapore,954
bjN,United States of America,954
bjO,Mexico,954
bjP,Kuwait,954
bjQ,Egypt,954
bjR,United States of America,954
bjS,France,954
bjT,United Kingdom,954
bjU,United Kingdom,955
bjV,India,955
bjW,Switzerland,955
bjX,Mexico,955
bjY,Belgium,955
bjZ,Mexico,955
bka,Singapore,955
bkb,China,956
bkc,Australia,956
bkd,Singapore,956
bke,Egypt,956
bkf,Netherlands,956
bkg,Nigeria,956
bkh,Malaysia,957
bki,United States of America,957
bkj,Kuwait,957
bkk,China,957
bkl,Netherlands,957
bkm,Brazil,957
bkn,Israel,957
bko,Denmark,958
bkp,France,958
bkq,China,958
bkr,Israel,958
bks,Netherlands,958
bkt,Singapore,959
bku,Nigeria,959
bkv,Nigeria,959
bkw,Mexico,959
bkx,Japan,959
bky,Nigeria,959
bkz,China,960
bkA,Netherlands,960
bkB,Brazil,960
bkC,Mexico,960
bkD,Australia,960
bkE,France,960
bkF,China,960
bkG,United States of America,960
bkH,Israel,961
bkI,Mexico,961
bkJ,Netherlands,961
bkK,United States of America,961
bkL,Belgium,961
bkM,India,962
bkN,Nigeria,962
bkO,France,962
bkP,Brazil,962
bkQ,Germany,962
bkR,Egypt,962
bkS,Egypt,963
bkT,Zimbabwe,963
bkU,Kuwait,963
bkV,Israel,963
bkW,Belgium,963
bkX,United Kingdom,963
bkY,Nigeria,963
bkZ,China,964
bla,Kuwait,964
blb,Nigeria,964
blc,Australia,964
bld,Israel,964
ble,Mexico,964
blf,Denmark,964
blg,United States of America,965
blh,Mexico,965
bli,Kuwait,965
blj,Zimbabwe,965
blk,Canada,965
bll,Germany,965
blm,Zambia,965
bln,Italy,965
blo,Switzerland,966
blp,Zimbabwe,966
blq,Australia,966
blr,Switzerland,966
bls,Zambia,966
blt,China,966
blu,France,967
blv,Canada,967
blw,Kuwait,967
blx,France,967
bly,Switzerland,967
blz,Japan,967
blA,India,968
blB,United Kingdom,968
blC,Israel,968
blD,China,968
blE,China,968
blF,Israel,968
blG,United States of America,968
blH,Nigeria,969
blI,Argentina,969
blJ,Egypt,969
blK,United States of America,969
blL,India,969
blM,India,970
blN,Mexico,970
blO,Italy,970
blP,Australia,970
blQ,Australia,970
blR,France,971
blS,France,971
blT,Canada,971
blU,Germany,971
blV,Italy,971
blW,Belgium,971
blX,Canada,971
blY,Switzerland,972
blZ,Australia,972
bma,Netherlands,972
bmb,Japan,972
bmc,Australia,972
bmd,Germany,972
bme,Singapore,973
bmf,Australia,973
bmg,Egypt,973
bmh,Nigeria,973
bmi,Mexico,973
bmj,Malaysia,973
bmk,France,974
bml,Kuwait,974
bmm,Kuwait,974
bmn,Zimbabwe,974
bmo,Italy,974
bmp,India,974
bmq,Australia,974
bmr,Argentina,975
bms,Japan,975
bmt,China,975
bmu,Singapore,975
bmv,China,975
bmw,Mexico,975
bmx,Egypt,975
bmy,Switzerland,976
bmz,Malaysia,976
bmA,Germany,976
bmB,Israel,976
bmC,India,976
bmD,Germany,976
bmE,Belgium,976
bmF,Nigeria,977
bmG,Mexico,977
bmH,Argentina,977
bmI,Singapore,977
bmJ,Mexico,977
bmK,Kuwait,978
bmL,Israel,978
bmM,India,978
bmN,Nigeria,978
bmO,Israel,978
bmP,Zambia,978
bmQ,Switzerland,979
bmR,Switzerland,979
bmS,Israel,979
bmT,Belgium,979
bmU,France,979
bmV,Belgium,979
bmW,Mexico,980
bmX,France,980
bmY,Netherlands,980
bmZ,Israel,980
bna,Denmark,980
bnb,Nigeria,980
bnc,Denmark,981
bnd,India,981
bne,Kuwait,981
bnf,Zimbabwe,981
bng,China,981
bnh,Denmark,981
bni,Israel,981
bnj,Germany,982
bnk,Malaysia,982
bnl,Singapore,982
bnm,Brazil,982
bnn,Israel,982
bno,Nigeria,982
bnp,United States of America,982
bnq,Canada,983
bnr,United States of America,983
bns,India,983
bnt,Malaysia,983
bnu,Australia,983
bnv,Belgium,983
bnw,Germany,983
bnx,United Kingdom,984
bny,Germany,984
bnz,India,984
bnA,Netherlands,984
bnB,India,984
bnC,Singapore,984
bnD,Nigeria,984
bnE,Germany,985
bnF,Switzerland,985
bnG,Italy,985
bnH,United States of America,985
bnI,Canada,985
bnJ,Canada,985
bnK,Argentina,985
bnL,Mexico,985
bnM,Brazil,986
bnN,Zimbabwe,986
bnO,Australia,986
bnP,Switzerland,986
bnQ,Australia,986
bnR,Canada,987
bnS,Belgium,987
bnT,Belgium,987
bnU,Italy,987
bnV,Zambia,987
bnW,United States of America,987
bnX,Mexico,987
bnY,Argentina,988
bnZ,Brazil,988
boa,China,988
bob,Zambia,988
boc,Switzerland,988
bod,Denmark,988
boe,France,988
bof,United States of America,988
bog,China,989
boh,Netherlands,989
boi,Belgium,989
boj,Australia,989
bok,Zambia,989
bol,Mexico,989
bom,France,989
bon,China,990
boo,United States of America,990
bop,Germany,990
boq,Switzerland,990
bor,Switzerland,990
bos,Italy,990
bot,Netherlands,991
bou,Israel,991
bov,Belgium,991
bow,Israel,991
box,Zambia,991
boy,China,991
boz,Egypt,991
boA,Canada,992
boB,Zimbabwe,992
boC,France,992
boD,Israel,992
boE,Israel,992
boF,United Kingdom,992
boG,China,992
boH,United States of America,993
boI,Zimbabwe,993
boJ,Australia,993
boK,France,993
boL,Malaysia,993
boM,Japan,993
boN,Brazil,994
boO,Belgium,994
boP,Israel,994
boQ,Canada,994
boR,United States of America,994
boS,France,994
boT,Singapore,995
boU,France,995
boV,Australia,995
boW,Netherlands,995
boX,United States of America,995
boY,France,995
boZ,Brazil,996
bpa,Australia,996
bpb,Israel,996
bpc,Argentina,996
bpd,Australia,997
bpe,France,997
bpf,Australia,997
bpg,Canada,997
bph,Zambia,997
bpi,United States of America,997
bpj,Brazil,998
bpk,Nigeria,998
bpl,Egypt,998
bpm,Israel,998
bpn,China,998
bpo,Egypt,998
bpp,Argentina,998
bpq,Italy,998
bpr,Zambia,999
bps,Japan,999
bpt,Japan,999
bpu,Argentina,999
bpv,India,999
bpw,Denmark,999
bpx,Brazil,1000
bpy,Belgium,1000
bpz,Canada,1000
bpA,Belgium,1000
bpB,Belgium,1000
bpC,India,1000
bpD,Belgium,1000
bpE,Netherlands,1000
bpF,Canada,1001
bpG,United States of America,1001
bpH,Nigeria,1001
bpI,Belgium,1001
bpJ,Nigeria,1001
bpK,Switzerland,1002
bpL,Germany,1002
bpM,France,1002
bpN,Germany,1002
bpO,Egypt,1002
bpP,Switzerland,1002
bpQ,Egypt,1002
bpR,Denmark,1002
bpS,Malaysia,1003
bpT,Australia,1003
bpU,United States of America,1003
bpV,Israel,1003
bpW,France,1003
bpX,India,1004
bpY,Mexico,1004
bpZ,Nigeria,1004
bqa,Belgium,1004
bqb,Australia,1004
bqc,Mexico,1005
bqd,Nigeria,1005
bqe,Belgium,1005
bqf,Mexico,1005
bqg,Australia,1006
bqh,United States of America,1006
bqi,India,1006
bqj,Denmark,1006
bqk,United States of America,1006
bql,Australia,1006
bqm,Australia,1007
bqn,Australia,1007
bqo,Netherlands,1007
bqp,Kuwait,1007
bqq,Brazil,1007
bqr,Netherlands,1007
bqs,Italy,1008
bqt,United States of America,1008
bqu,Argentina,1008
bqv,United States of America,1008
bqw,Belgium,1008
bqx,Italy,1008
bqy,Japan,1008
bqz,Mexico,1009
bqA,China,1009
bqB,Nigeria,1009
bqC,Australia,1009
bqD,Australia,1009
bqE,Israel,1009
bqF,Netherlands,1009
bqG,Argentina,1010
bqH,Kuwait,1010
bqI,United States of America,1010
bqJ,United States of America,1010
bqK,Kuwait,1010
bqL,Nigeria,1010
bqM,India,1010
bqN,Argentina,1011
bqO,Israel,1011
bqP,Nigeria,1011
bqQ,Canada,1011
bqR,Israel,1011
bqS,Israel,1011
bqT,Italy,1011
bqU,United Kingdom,1011
bqV,United Kingdom,1012
bqW,Israel,1012
bqX,France,1012
bqY,Brazil,1012
bqZ,Denmark,1012
bra,Argentina,1012
brb,Mexico,1012
brc,Mexico,1013
brd,Israel,1013
bre,United States of America,1013
brf,Argentina,1013
brg,Kuwait,1013
brh,Israel,1013
bri,Australia,1013
brj,United States of America,1014
brk,Mexico,1014
brl,Germany,1014
brm,Argentina,1014
brn,Australia,1014
bro,Kuwait,1014
brp,Denmark,1014
brq,Egypt,1015
brr,Canada,1015
brs,United States of America,1015
brt,Netherlands,1015
bru,United States of America,1015
brv,Kuwait,1015
brw,Germany,1016
brx,Netherlands,1016
bry,United States of America,1016
brz,Australia,1016
brA,Kuwait,1016
brB,China,1017
brC,Switzerland,1017
brD,Italy,1017
brE,Nigeria,1017
brF,Brazil,1017
brG,Brazil,1017
brH,India,1018
brI,Mexico,1018
brJ,Australia,1018
brK,Israel,1018
brL,Canada,1018
brM,Belgium,1018
